Ticker,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume
EYE,"National Vision Holdings, Inc.",NASD,Consumer Discretionary,Specialty Retailers,44.0,mid,37.350,674632
FA,First Advantage Corp.,NASD,Technology,Computer Services,57.6,mid,14.450,402532
FAF,First American Corp.,NYSE,Financial,Property-Casualty Insurance,42.2,mid,56.795,195788
FBP,First Bancorp,NYSE,Financial,Banks,62.5,mid,14.580,676128
FCFS,First Cash,NASD,Financial,Consumer Finance,63.3,mid,88.645,80805
FCN,"FTI Consulting, Inc.",NYSE,Industrial,Business Support Services,84.7,mid,184.650,109331
FCPT,"Four Corners Property Trust, Inc.",NYSE,Real Estate,Retail REITs,40.0,mid,27.290,153633
FELE,"Franklin Electric Co., Inc.",NASD,Industrial,Industrial Machinery,73.2,mid,95.740,59781
FFBC,First Financial Bancorp.,NASD,Financial,Banks,67.5,mid,24.820,123995
FFIN,"First Financial Bankshares, Inc.",NASD,Financial,Banks,27.5,mid,37.050,131267
FGEN,"FibroGen, Inc.",NASD,Health Care,Pharmaceuticals,95.8,sml,22.450,1255953
FHB,"First Hawaiian, Inc.",NASD,Financial,Banks,65.0,mid,27.460,214453
FHI,"Federated Hermes, Inc.",NYSE,Financial,Asset Managers,72.4,mid,39.270,266290
FIBK,First Interstate BancSystem Inc.,NASD,Financial,Banks,25.3,mid,35.790,547619
FIVN,Five9 Inc.,NASD,Technology,Software,4.1,mid,66.230,1441118
FIX,"Comfort Systems U S A, Inc.",NYSE,Industrial,Business Support Services,97.0,mid,146.180,202984
FIZZ,National Beverage Corp.,NASD,Consumer Staples,Soft Drinks,31.7,mid,47.060,71667
FL,"Foot Locker, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,82.2,mid,43.595,1147668
FLNC,Fluence Energy Inc.,NASD,Utilities,Multiutilities,49.1,sml,18.840,386358
FLO,"Flowers Foods, Inc.",NYSE,Consumer Staples,Food Products,50.7,mid,27.925,1186973
FLR,Fluor Corp.,NYSE,Industrial,Heavy Construction,87.8,mid,36.560,874252
FLS,Flowserve Corp.,NYSE,Industrial,Industrial Machinery,69.3,mid,34.915,409503
FLYW,Flywire Corp.,NASD,Technology,Software,37.5,mid,24.760,865811
FN,Fabrinet,NYSE,Technology,Electrical Components,64.4,mid,123.010,86166
FNB,F.N.B. Corp.,NYSE,Financial,Banks,77.1,mid,14.335,1035634
FOCS,Focus Financial Partners Inc.,NASD,Financial,Asset Managers,93.9,mid,51.825,2780833
FOLD,"Amicus Therapeutics, Inc.",NASD,Health Care,Pharmaceuticals,78.1,mid,13.255,1161514
FORM,FormFactor Inc.,NASD,Technology,Semiconductors,55.7,mid,30.440,145532
FOUR,Shift4 Payments Inc,NYSE,Technology,Software,94.2,mid,65.255,4007722
FOXF,Fox Factory Holding Corp.,NASD,Consumer Discretionary,Recreational Products,81.3,mid,118.160,106397
FRHC,Freedom Holding Corp.,NASD,,,88.8,mid,72.290,75976
FRME,First Merchants Corp.,NASD,Financial,Banks,46.0,mid,41.173,99352
FRO,Frontline Ltd.,NYSE,Industrial,Marine Transportation,98.4,mid,18.840,4228120
FROG,JFrog Ltd.,NASD,Technology,Software,37.6,mid,22.923,238583
FRPT,Freshpet Inc.,NASD,Consumer Staples,Food Products,76.4,mid,62.265,456855
FRSH,Freshworks Inc.,NASD,Technology,Software,31.6,mid,14.815,1034432
FSK,FS Investment Corp.,NYSE,Financial,Asset Managers,47.9,mid,19.815,1458777
FSR,Fisker Inc.,NYSE,Consumer Discretionary,Automobiles,24.3,mid,7.490,14625426
FSS,Federal Signal Corp.,NYSE,Industrial,Commercial Vehicles,86.0,mid,52.980,261483
FSV,FirstService Corp.,NASD,Real Estate,Real Estate Services,54.3,mid,136.710,23750
FTAI,Fortress Transportation and Infrastructure Investors LLC,NYSE,Industrial,Transportation Services,95.0,sml,25.050,342930
FTDR,"frontdoor, inc.",NASD,Consumer Discretionary,Special Consumer Services,86.6,sml,28.440,410790
FTI,TechnipFMC Plc,NYSE,Energy,Oil Equipment & Services,98.4,mid,15.360,6645760
FUL,H. B. Fuller Co.,NYSE,Materials,Specialty Chemicals,50.5,mid,70.329,168533
FULT,Fulton Financial Corp.,NASD,Financial,Banks,61.0,mid,17.330,267474
FUN,Cedar Fair L P,NYSE,Consumer Discretionary,Recreational Services,70.7,mid,46.080,168977
FUTU,Futu Holdings Ltd.,NASD,Technology,Software,47.6,mid,49.275,2356570
FWRD,Forward Air Corp.,NASD,Industrial,Delivery Services,47.3,mid,104.070,70689
FYBR,Frontier Communications Parent Inc.,NASD,Communication Services,Fixed Telecommunications,49.5,mid,27.560,1105276
GATX,GATX Corp.,NYSE,Industrial,Commercial Vehicles,58.2,mid,109.500,73394
GBCI,"Glacier Bancorp, Inc.",NYSE,Financial,Banks,33.5,mid,47.660,193929
GBDC,Golub Capital BDC Inc.,NASD,Financial,Asset Managers,61.2,mid,14.120,1030150
GBTG,Global Business Travel Group Inc.,NYSE,,,51.1,mid,7.210,34880
GDRX,"GoodRx Holdings, Inc.",NASD,Technology,Software,29.4,sml,5.310,1432447
GDS,GDS Holdings Ltd.,NASD,Technology,Computer Services,5.1,mid,19.370,477746
GEF,Greif Bros. Corp.,NYSE,Materials,Containers & Packaging,58.6,mid,70.960,107697
GEF/B,Greif Bros. Corp.,NYSE,Materials,Containers & Packaging,83.6,mid,82.520,11539
GETY,"Getty Images Holdings, Inc.",NYSE,,,2.7,mid,6.400,86490
GFF,Griffon Corp.,NYSE,Industrial,Building Materials,62.1,mid,36.730,157061
GGB,Gerdau Usa,NYSE,Materials,Steel,65.8,mid,5.520,6000809
GH,Guardant Health Inc.,NASD,Health Care,Biotechnology,4.9,mid,31.160,1472357
GHC,Graham Holdings Company,NYSE,Consumer Discretionary,Special Consumer Services,53.9,mid,629.360,9529
GIL,"Gildan Activewear, Inc.",NYSE,Consumer Discretionary,Clothing & Accessories,59.3,mid,31.600,639886
GKOS,Glaukos Corp.,NYSE,Health Care,Medical Equipment,27.7,mid,47.075,236101
GLBE,Global E Online Ltd.,NASD,Consumer Discretionary,Specialty Retailers,33.3,mid,28.430,1989925
GLNG,Golar LNG Ltd,NASD,Energy,Oil Equipment & Services,17.6,mid,22.655,2027807
GLOB,Globant SA,NYSE,Technology,Software,14.4,mid,165.030,115223
GLPG,Galapagos NV,NASD,Health Care,Biotechnology,6.4,mid,37.705,279749
GME,Gamestop Corp.,NYSE,Consumer Discretionary,Specialty Retailers,2.9,mid,19.040,2126355
GMED,"Globus Medical, Inc.",NYSE,Health Care,Medical Equipment,14.1,mid,58.405,711574
GMS,GMS Inc.,NYSE,Industrial,Building Materials,85.5,mid,61.110,184798
GNTX,Gentex Corp.,NASD,Consumer Discretionary,Auto Parts,49.7,mid,28.595,427974
GNW,Genworth Financial Inc.,NYSE,Financial,Life Insurance,95.8,mid,6.245,1851131
GO,Grocery Outlet Holding Corp.,NASD,Consumer Staples,Food Retailers,6.3,mid,27.020,1370960
GOCO,GoHealth Inc.,NASD,Financial,Insurance Brokers,97.2,sml,16.350,37172
GOGL,Golden Ocean Group Limited,NASD,Industrial,Marine Transportation,87.9,sml,10.395,1799725
GOGO,GOGO Inc.,NASD,Technology,Telecom Equipment,75.4,sml,16.510,993763
GOLF,Acushnet Holdings Corp.,NYSE,Consumer Discretionary,Recreational Products,46.9,mid,48.420,166517
GPI,Group I Automotive Inc.,NYSE,Consumer Discretionary,Specialty Retailers,85.6,mid,224.570,134211
GPRE,Green Plains Inc,NASD,Materials,Specialty Chemicals,68.5,sml,34.585,298849
GPS,"Gap, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,82.4,mid,13.060,4051355
GRFS,"Grifols, SA",NASD,Health Care,Biotechnology,37.2,mid,8.595,1395680
GRP/U,Granite Real Estate Trust,NYSE,Real Estate,Industrial & Office REITs,45.4,mid,60.270,5232
GSAT,Globalstar Inc.,AMEX,Communication Services,Mobile Telecommunications,8.4,mid,1.280,7641312
GT,Goodyear Tire & Rubber Co.,NASD,Consumer Discretionary,Tires,19.7,mid,11.365,2127263
GTES,Gates Industrial Corp. plc,NYSE,Industrial,Diversified Industrials,88.1,mid,14.095,448537
GTLB,Gitlab Inc.,NASD,Technology,Software,7.6,mid,43.780,571876
GTLS,Chart Industries Inc.,NYSE,Energy,Oil Equipment & Services,11.0,mid,133.150,429029
GWRE,"Guidewire Software, Inc.",NYSE,Technology,Software,34.4,mid,70.260,317192
GXO,GXO Logistics Inc.,NYSE,Industrial,Transportation Services,53.5,mid,49.580,296185
HAE,Haemonetics Corp.,NYSE,Health Care,Medical Supplies,41.9,mid,78.190,272856
HALO,Halozyme Therapeutics Inc.,NASD,Health Care,Biotechnology,51.5,mid,47.980,549735
HASI,Hannon Armstrong Sustainable Infastructure Capital Inc.,NYSE,Real Estate,Specialty REITs,13.0,mid,31.520,438509
HAYW,Hayward Holdings Inc.,NYSE,,,53.9,mid,12.290,2437198
HCC,Warrior Met Coal Inc.,NYSE,Energy,Coal,85.3,sml,38.520,376057
HCM,Hutchison China MediTech Ltd. ADS,NASD,Health Care,Pharmaceuticals,83.7,mid,16.650,99076
HCP,HashiCorp Inc.,NASD,Technology,Software,8.9,mid,29.150,534390
HE,Hawaiian Electric Industries Inc.,NYSE,Utilities,Conventional Electricity,41.4,mid,40.430,239521
HELE,Helen of Troy Ltd.,NASD,Consumer Discretionary,Durable Household Products,23.7,mid,113.090,185531
HEP,Holly Energy Partners LP,NYSE,Energy,Pipelines,38.6,mid,17.960,99376
HGV,Hilton Grand Vacations Inc.,NYSE,Consumer Discretionary,Hotels,75.0,mid,48.100,504669
HHC,Howard Hughes Corp.,NYSE,Real Estate,Real Estate Development,77.9,mid,83.734,125281
HI,Hillenbrand Inc.,NYSE,Consumer Discretionary,Special Consumer Services,65.4,mid,47.180,186281
HIMS,"Hims & Hers Health, Inc.",NYSE,Health Care,Health Care Providers,99.0,sml,11.175,14180761
HIW,"Highwoods Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,14.0,mid,26.635,584837
HL,Hecla Mining Co.,NYSE,Materials,Gold Mining,60.6,mid,5.180,4691314
HLI,"Houlihan Lokey, Inc.",NYSE,Financial,Investment Services,72.7,mid,96.420,274319
HLIO,"Helios Technologies, Inc.",NYSE,Industrial,Industrial Machinery,86.3,sml,69.065,109436
HLNE,Hamilton Lane Inc.,NASD,Financial,Investment Services,69.9,mid,78.470,66077
HOG,Harley Davidson Inc,NYSE,Consumer Discretionary,Automobiles,80.1,mid,47.815,1054804
HOMB,Home BancShares Inc.,NYSE,Financial,Banks,57.1,mid,24.235,366453
HP,Helmerich & Payne Inc.,NYSE,Energy,Oil Equipment & Services,22.9,mid,42.020,852172
HPK,HighPeak Energy Inc.,NASD,Energy,Exploration & Production,49.7,mid,27.050,85586
HQY,"HealthEquity, Inc.",NASD,Technology,Software,55.8,mid,65.330,169909
HRB,"H & R Block, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,18.7,mid,36.920,534511
HRI,Herc Holdings Inc.,NYSE,Industrial,Business Support Services,75.1,mid,144.540,283341
HRMY,Harmony Biosciences Holdings Inc.,NASD,Health Care,Biotechnology,18.8,mid,44.195,406229
HTGC,"Hercules Capital, Inc.",NYSE,Financial,Specialty Finance,84.8,sml,15.755,1076432
HTH,Hilltop Holdings Inc.,NYSE,Financial,Property-Casualty Insurance,86.5,sml,33.360,176083
HTLF,Heartland Financial USA Inc.,NASD,Financial,Banks,80.0,sml,49.670,119442
HUBG,"Hub Group, Inc.",NASD,Industrial,Transportation Services,75.3,mid,92.080,119136
HUN,Huntsman Corp.,NYSE,Materials,Commodity Chemicals,40.4,mid,29.530,1603384
HWC,Hancock Whitney Corp.,NASD,Financial,Banks,41.2,mid,49.514,274497
HXL,Hexcel Corp.,NYSE,Industrial,Aerospace,87.1,mid,73.110,309498
IAA,IAA Inc.,NYSE,Consumer Discretionary,Specialty Retailers,58.5,mid,40.985,1558696
IAC,InterActiveCorp,NASD,Communication Services,Internet,11.6,mid,52.160,415308
IART,Integra LifeSciences Holdings Corp.,NASD,Health Care,Medical Equipment,57.5,mid,55.960,308092
IBA,Industrias Bachoco SAB de CV,NYSE,Consumer Staples,Food Products,67.4,mid,53.300,5276
IBOC,International Bancshares Corp.,NASD,Financial,Banks,81.1,mid,49.230,163656
IBP,Installed Building Products Inc.,NYSE,Industrial,Heavy Construction,89.9,mid,115.965,160719
IBTX,Independent Bank Group Inc.,NASD,Financial,Banks,21.4,mid,59.350,79097
ICUI,"ICU Medical, Inc.",NASD,Health Care,Medical Supplies,43.6,mid,173.820,250025
IDA,"Idacorp, Inc.",NYSE,Utilities,Conventional Electricity,32.7,mid,103.650,202507
IDCC,InterDigital Inc.,NASD,Technology,Semiconductors,92.9,sml,72.670,133649
IFS,Intercorp Financial Services Inc.,NYSE,Financial,Banks,44.7,mid,23.450,48954
IGT,International Game Tech,NYSE,Consumer Discretionary,Gambling,92.7,mid,26.925,1283687
IHS,IHS Holding Ltd.,NYSE,Communication Services,Mobile Telecommunications,56.7,mid,7.745,107335
IIPR,"Innovative Industrial Properties, Inc.",NYSE,Real Estate,Real Estate Development,20.5,mid,89.100,576704
IMCR,Immunocore Holdings Plc,NASD,Health Care,Biotechnology,39.5,mid,54.340,116597
IMVT,Immunovant Inc.,NASD,Health Care,Biotechnology,99.6,mid,17.295,564280
INDB,Independent Bank Corp.,NASD,Financial,Banks,44.2,mid,80.150,55919
INFA,Informatica Inc.,NYSE,Technology,Software,13.7,mid,17.360,249580
INGR,Ingredion Inc.,NYSE,Consumer Staples,Food Products,62.9,mid,99.520,102485
INMD,InMode Ltd.,NASD,Health Care,Medical Equipment,52.2,mid,35.250,1550005
INSM,Insmed Inc.,NASD,Health Care,Biotechnology,22.6,mid,20.425,735044
INST,Instructure Holdings Inc.,NYSE,Technology,Software,60.4,mid,25.820,119654
INSW,"International Seaways, Inc.",NYSE,Industrial,Marine Transportation,98.1,sml,51.715,1739627
INTA,Intapp Inc.,NASD,Technology,Software,99.5,sml,39.660,167329
IONS,"Ionis Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,13.9,mid,35.900,611687
IOSP,"Innospec, Inc.",NASD,Materials,Specialty Chemicals,67.3,mid,110.520,65028
IPAR,"Inter Parfums, Inc.",NASD,Consumer Staples,Personal Products,95.9,mid,121.285,80335
IPGP,IPG Photonics Corp.,NASD,Technology,Electronic Equipment,91.0,mid,124.360,103059
IQ,iQIYI Inc.,NASD,Communication Services,Internet,99.1,mid,7.575,7828548
IRT,"Independence Realty Trust, Inc.",NYSE,Real Estate,Residential REITs,28.4,mid,18.155,1153100
IRTC,"iRhythm Technologies, Inc.",NASD,Health Care,Medical Equipment,46.3,mid,118.480,368069
ISEE,"IVERIC Bio, Inc.",NASD,Health Care,Pharmaceuticals,98.1,mid,20.780,750649
ITCB,ITA CorpBanca SA,NYSE,Financial,Banks,32.2,mid,3.220,6363
ITCI,Intra-Cellular Therapies Inc.,NASD,Health Care,Pharmaceuticals,39.1,mid,48.760,878443
ITGR,Integer Holdings Corp.,NYSE,Technology,Electrical Components,70.1,mid,75.050,524681
ITRI,"Itron, Inc.",NASD,Technology,Electronic Equipment,62.7,mid,55.605,375020
JAMF,Jamf Holding Corp.,NASD,Technology,Software,23.4,mid,21.150,273485
JBLU,JetBlue Airways Corp.,NASD,Industrial,Airlines,46.2,mid,8.330,3190837
JBT,John Bean Technologies Corp.,NYSE,Industrial,Industrial Machinery,62.2,mid,111.680,62721
JHG,Janus Henderson Group plc,NYSE,Financial,Asset Managers,72.8,mid,27.470,653215
JJSF,J&J Snack Foods Corp.,NASD,Consumer Staples,Food Products,25.5,mid,141.610,46990
JKS,Jinkosolar Holding Co. Ltd.,NYSE,Technology,Renewable Energy Equipment,29.7,mid,52.990,512376
JOBY,"Joby Aviation, Inc.",NYSE,,,38.7,mid,4.695,2021522
JOE,St Joe Corp.,NYSE,Real Estate,Real Estate Development,54.1,mid,42.810,63439
JWN,"Nordstrom, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,49.9,mid,19.605,4764435
JXN,Jackson Financial Inc.,NYSE,Financial,Asset Managers,94.7,mid,45.565,2941737
KAI,Kadant Inc.,NYSE,Industrial,Industrial Machinery,79.0,mid,214.700,28418
KBH,KB Home,NYSE,Consumer Discretionary,Home Construction,71.2,mid,35.570,538106
KD,Kyndryl Holdings Inc.,NYSE,Technology,Computer Services,95.2,mid,15.690,495497
KEX,Kirby Corp.,NYSE,Industrial,Marine Transportation,66.7,mid,72.420,194856
KFY,Korn Ferry Intl,NYSE,Consumer Discretionary,Business Training Agencies,35.7,mid,56.360,144388
KGC,Kinross Gold Corp.,NYSE,Materials,Gold Mining,20.3,mid,3.675,7719800
KLIC,"Kulicke and Soffa Industries, Inc.",NASD,Technology,Semiconductors,81.0,mid,53.590,181703
KMPR,Kemper Corp.,NYSE,Financial,Full Line Insurance,88.0,mid,61.980,214540
KMT,"Kennametal, Inc.",NYSE,Industrial,Industrial Machinery,81.9,sml,28.400,335812
KOF,"Coca Cola Femsa, SAB",NYSE,Consumer Staples,Soft Drinks,74.2,mid,72.451,100637
KOS,Kosmos Energy Ltd.,NYSE,Energy,Exploration & Production,76.3,mid,7.965,6051711
KRC,Kilroy Realty Corp.,NYSE,Real Estate,Industrial & Office REITs,7.3,mid,36.295,659088
KRG,Kite Realty Group Trust,NYSE,Real Estate,Retail REITs,66.8,mid,21.895,754937
KRTX,Karuna Therapeutics Inc.,NASD,Health Care,Biotechnology,26.9,mid,198.550,296659
KRYS,"Krystal Biotech, Inc.",NASD,Health Care,Biotechnology,79.9,mid,83.630,357472
KSS,Kohls Corp.,NYSE,Consumer Discretionary,Apparel Retailers,21.6,mid,28.270,3457032
KT,KT Corp.,NYSE,Communication Services,Fixed Telecommunications,7.7,mid,11.555,804842
KTB,Kontoor Brands Inc.,NYSE,Consumer Discretionary,Clothing & Accessories,95.6,mid,52.697,1451002
KW,"Kennedy-Wilson, Inc.",NYSE,Real Estate,Real Estate Development,28.5,mid,16.870,318377
KWR,Quaker Chemical Corp.,NYSE,Materials,Specialty Chemicals,66.8,mid,197.040,21789
LAC,Lithium Americas Corp.,NYSE,Materials,Nonferrous Metals,26.7,mid,23.680,860335
LAD,"Lithia Motors, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,39.8,mid,257.140,98487
LANC,Lancaster Colony Corp.,NASD,Consumer Staples,Food Products,66.1,mid,193.020,54562
LAZ,Lazard Ltd,NYSE,Financial,Investment Services,53.8,mid,37.770,632333
LAZR,"Luminar Technologies, Inc.",NASD,Technology,Software,83.4,mid,8.880,32432481
LBRT,Liberty Oilfield Services Inc.,NYSE,Energy,Oil Equipment & Services,39.0,mid,15.315,1088209
LCII,LCI Industries Inc.,NYSE,Consumer Discretionary,Recreational Products,44.6,mid,113.745,57867
LEG,"Leggett & Platt, Inc.",NYSE,Consumer Discretionary,Furnishings,30.1,mid,34.840,511090
LESL,Leslies Inc.,NASD,Consumer Discretionary,Home Improvement Retailers,11.7,mid,12.725,1967822
LFUS,"Littelfuse, Inc.",NASD,Technology,Electrical Components,66.9,mid,261.245,41970
LGF/A,Lions Gate Entertainment Corp.,NYSE,Communication Services,Entertainment,87.4,sml,10.600,724042
LGF/B,Lions Gate Entertainment Corp.,NYSE,Communication Services,Entertainment,87.0,sml,9.955,506297
LGIH,"LGI Homes, Inc.",NASD,Consumer Discretionary,Home Construction,45.7,mid,104.290,181192
LITE,Lumentum Holdings Inc.,NASD,Technology,Telecom Equipment,4.6,mid,53.850,1486672
LIVN,LivaNova PLC,NASD,Health Care,Medical Supplies,7.7,mid,47.780,256376
LNC,Lincoln National Corp.,NYSE,Financial,Life Insurance,6.5,mid,31.850,2552359
LNTH,"Lantheus Holdings, Inc.",NASD,Health Care,Medical Supplies,86.4,mid,74.340,598257
LNW,Light & Wonder Inc.,NASD,Consumer Discretionary,Gambling,70.6,mid,62.820,156216
LOPE,Grand Canyon Education Inc.,NASD,Consumer Discretionary,Special Consumer Services,82.3,mid,112.470,150455
LPL,LG Display Co. Ltd.,NYSE,Technology,Computer Hardware,53.3,mid,5.840,223571
LPX,Louisiana Pacific Corp.,NYSE,Industrial,Building Materials,32.3,mid,58.800,461562
LSPD,"Lightspeed POS, Inc.",NYSE,Technology,Software,6.6,mid,15.195,501008
LSTR,"Landstar System, Inc.",NASD,Industrial,Trucking,81.4,mid,181.280,78760
LTH,Life Time Group Holdings Inc.,NYSE,Consumer Discretionary,Recreational Services,93.7,mid,18.210,270267
LTHM,Livent Corp.,NYSE,Materials,Specialty Chemicals,11.1,mid,23.560,926219
LU,Lufax Holding Ltd.,NYSE,Financial,Consumer Finance,1.3,mid,2.180,5978427
LUMN,Lumen Technologies Inc,NYSE,Communication Services,Fixed Telecommunications,0.2,mid,3.425,22898729
LXP,Lexington Corp. Properties Trust,NYSE,Real Estate,Diversified REITs,33.1,mid,10.475,795674
LYFT,Lyft Inc.,NASD,Technology,Software,1.1,mid,10.045,13056608
M,Macy's Inc.,NYSE,Consumer Discretionary,Broadline Retailers,46.1,mid,20.704,4290333
MAC,Macerich Co.,NYSE,Real Estate,Retail REITs,67.5,mid,12.125,446254
MAIN,Main Street and Main Inc.,NYSE,Financial,Consumer Finance,74.5,mid,42.650,229366
MAN,ManpowerGroup,NYSE,Consumer Discretionary,Business Training Agencies,58.8,mid,85.279,166078
MANU,Manchester United Ltd.,NYSE,Consumer Discretionary,Recreational Services,90.7,mid,20.750,2039529
MAT,"Mattel, Inc.",NASD,Consumer Discretionary,Toys,11.3,mid,17.995,1436789
MATX,"Matson, Inc.",NYSE,Industrial,Marine Transportation,29.0,mid,67.010,160507
MAXR,Maxar Technologies Ltd.,NYSE,Technology,Telecom Equipment,99.1,mid,51.535,707971
MC,Moelis & Co.,NYSE,Financial,Specialty Finance,42.0,mid,43.090,428817
MCW,Mister Car Wash Inc.,NYSE,Consumer Discretionary,Special Consumer Services,16.8,mid,9.260,702679
MDC,"MDC Holdings, Inc.",NYSE,Consumer Discretionary,Home Construction,70.8,mid,37.130,274991
MDGL,"Madrigal Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,99.9,mid,271.460,236036
MDU,"MDU Resources Group, Inc.",NYSE,Industrial,Building Materials,64.3,mid,32.010,831491
MEDP,"Medpace Holdings, Inc.",NASD,Health Care,Biotechnology,59.5,mid,195.000,144780
MEOH,Methanex Corp.,NASD,Materials,Specialty Chemicals,90.6,mid,50.400,238088
MGEE,"MGE Energy, Inc.",NASD,Utilities,Conventional Electricity,28.7,mid,70.900,41495
MGPI,"MGP Ingredients, Inc.",NASD,Consumer Staples,Food Products,40.5,mid,102.690,65431
MGRC,McGrath RentCorp,NASD,Industrial,Business Support Services,81.3,mid,103.850,93461
MGY,Magnolia Oil & Gas Corporation,NYSE,Energy,Exploration & Production,22.0,mid,21.870,866010
MHK,"Mohawk Inds, Inc.",NYSE,Consumer Discretionary,Furnishings,17.3,mid,103.240,314825
MKSI,"MKS Instruments, Inc.",NASD,Technology,Semiconductors,39.6,mid,98.335,908044
MLCO,Melco Resorts & Entertainment Ltd.,NASD,Consumer Discretionary,Gambling,98.5,mid,12.765,1874136
MLI,Mueller Industries Inc.,NYSE,Industrial,Industrial Machinery,84.6,mid,74.480,191758
MMS,"Maximus, Inc.",NYSE,Industrial,Business Support Services,91.1,mid,82.150,150054
MMSI,"Merit Medical Systems, Inc.",NASD,Health Care,Medical Supplies,69.4,mid,70.630,180837
MMYT,MakeMyTrip Ltd.,NASD,Consumer Discretionary,Travel & Tourism,12.8,mid,25.950,356263
MNDY,Monday.com Ltd.,NASD,Technology,Software,91.9,mid,153.980,543750
MNSO,MINISO Group Holding Ltd.,NYSE,,,99.7,mid,17.780,2662105
MODG,Topgolf Callaway Brands Corp.,NYSE,Consumer Discretionary,Recreational Products,47.7,mid,23.160,718098
MOG/A,"Moog, Inc.",NYSE,Industrial,Aerospace,85.1,mid,99.420,57417
MP,MP Materials Corp.,NYSE,Materials,General Mining,64.2,mid,35.080,2383140
MPW,Medical Properties Trust Inc.,NYSE,Real Estate,Specialty REITs,4.0,mid,10.320,10414407
MQ,Marqeta Inc.,NASD,Technology,Software,4.8,mid,5.735,5571155
MRCY,Mercury Systems Inc.,NASD,Technology,Computer Hardware,60.3,mid,53.000,195749
MRTX,"Mirati Therapeutics, Inc.",NASD,Health Care,Biotechnology,2.3,mid,45.495,688529
MSA,Mine Safety Appliances Co.,NYSE,Industrial,Industrial Machinery,59.4,mid,134.980,71028
MSGE,Madison Square Garden Entertainment Corp.,NYSE,Communication Services,Entertainment,84.9,sml,60.350,95633
MSGS,Madison Square Garden Co.,NYSE,Consumer Discretionary,Recreational Services,85.4,mid,191.700,49323
MSM,Msc Industrial Direct Co.,NYSE,Industrial,Industrial Suppliers,56.8,mid,84.430,130640
MSTR,MicroStrategy Inc.,NASD,Technology,Software,58.1,mid,262.230,321187
MTDR,Matador Resources Co.,NYSE,Energy,Exploration & Production,15.4,mid,54.070,788084
MTG,MGICInvt Corp Wis,NYSE,Financial,Mortgage Finance,42.7,mid,13.820,1137519
MTH,Meritage Homes Corp.,NYSE,Consumer Discretionary,Home Construction,90.8,mid,109.695,157985
MTRN,Materion Corp.,NYSE,Industrial,Industrial Machinery,93.8,sml,113.260,66322
MTSI,"MACOM Technology Solutions Holdings, Inc.",NASD,Technology,Semiconductors,78.5,mid,68.820,316073
MUR,Murphy Oil Corp. Holding Co.,NYSE,Energy,Integrated Oil & Gas,29.7,mid,39.330,666117
MUSA,Murphy USA Inc.,NYSE,Consumer Discretionary,Specialty Retailers,20.1,mid,256.570,165821
MWA,Mueller Water Products Inc.,NYSE,Industrial,Building Materials,89.1,sml,14.005,563679
MXL,MaxLinear Inc.,NASD,Technology,Semiconductors,17.3,mid,34.540,388046
MYOV,Myovant Sciences Ltd.,NYSE,Health Care,Biotechnology,93.0,mid,26.960,196775
MYRG,"MYR Group, Inc.",NASD,Industrial,Heavy Construction,94.2,sml,122.790,104272
NABL,N-able Inc.,NYSE,Technology,Software,87.7,sml,11.870,402978
NAD,Nuveen Quality Municipal Income Fund,NYSE,Financial,Asset Managers,24.1,mid,11.265,497047
NARI,Inari Medical Inc.,NASD,Health Care,Medical Equipment,11.4,mid,56.110,1229765
NATI,National Instruments Corp.,NASD,Technology,Electronic Equipment,83.8,mid,50.550,1664320
NAVI,Navient Corp.,NASD,Financial,Consumer Finance,73.0,mid,18.140,626390
NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,Consumer Discretionary,Recreational Services,31.9,mid,14.698,39365776
NCNO,Ncino Inc.,NASD,Technology,Software,14.7,mid,27.310,192835
NCR,NCR Corp.,NYSE,Technology,Computer Hardware,17.2,mid,25.720,277969
NEA,Nuveen AMT-Free Quality Municipal Income Fund,NYSE,Financial,Asset Managers,21.0,mid,10.785,906997
NEO,"NeoGenomics, Inc.",NASD,Health Care,Health Care Providers,97.9,sml,17.070,1196145
NEOG,Neogen Corp.,NASD,Health Care,Medical Supplies,10.6,mid,17.670,1302978
NEP,"NextEra Energy Partners, LP",NYSE,Utilities,Multiutilities,12.6,mid,66.450,624111
NEU,NewMarket Corp.,NYSE,Materials,Specialty Chemicals,73.9,mid,345.110,17705
NEWR,"New Relic, Inc.",NYSE,Technology,Software,85.9,mid,73.260,188157
NEX,NexTier Oilfield Solutions Inc,NYSE,Energy,Oil Equipment & Services,34.7,mid,9.165,1680366
NFE,New Fortress Energy LLC,NASD,Utilities,Gas Distribution,3.4,mid,33.230,7782167
NFG,National Fuel Gas Co.,NYSE,Utilities,Gas Distribution,16.4,mid,57.520,361516
NGVT,Ingevity Corp.,NYSE,Materials,Specialty Chemicals,66.0,mid,81.680,612019
